time_s,sensor,measurement,innovation,innovation_sigma,nis,accepted
3.145000,easymini,pressure,452.068323,250.907900,3.246231,True
3.150000,telemetrum,pressure,-315.290550,250.929744,1.578765,True
3.150000,telemetrum,acceleration,0.210631,15.162600,0.000193,True
3.155000,easymini,pressure,463.073840,250.906216,3.406259,True
3.160000,telemetrum,pressure,-303.186082,250.928030,1.459890,True
3.160000,telemetrum,acceleration,-1.368029,15.162600,0.008140,True
3.165000,easymini,pressure,474.952484,250.904556,3.583301,True
3.170000,telemetrum,pressure,-291.217608,250.926342,1.346923,True
3.170000,telemetrum,acceleration,4.516578,15.162600,0.088730,True
3.175000,easymini,pressure,483.740790,250.902920,3.717183,True
3.180000,telemetrum,pressure,-279.315321,250.924677,1.239090,True
3.180000,telemetrum,acceleration,-9.056228,15.162600,0.356736,True
3.185000,easymini,pressure,493.352446,250.901308,3.866417,True
3.190000,telemetrum,pressure,-331.605149,250.923039,1.746471,True
3.190000,telemetrum,acceleration,1.061697,15.162600,0.004903,True
3.195000,easymini,pressure,505.373824,250.899712,4.057188,True
3.200000,telemetrum,pressure,-319.491771,250.921415,1.621227,True
3.200000,telemetrum,acceleration,-13.032022,15.162600,0.738714,True
3.205000,easymini,pressure,514.187380,250.898141,4.199987,True
3.210000,telemetrum,pressure,-307.573333,250.919817,1.502545,True
3.210000,telemetrum,acceleration,-1.816911,15.162600,0.014359,True
3.215000,easymini,pressure,524.951199,250.896591,4.377724,True
3.220000,telemetrum,pressure,-295.714708,250.918241,1.388933,True
3.220000,telemetrum,acceleration,9.294723,15.162600,0.375773,True
3.225000,easymini,pressure,529.660969,250.895063,4.456683,True
3.230000,telemetrum,pressure,-283.861534,250.916685,1.279835,True
3.230000,telemetrum,acceleration,17.738029,15.162600,1.368558,True
3.235000,easymini,pressure,539.355765,250.893556,4.621380,True
3.240000,telemetrum,pressure,-355.054634,250.915152,2.002334,True
3.240000,telemetrum,acceleration,11.504928,15.162600,0.575732,True
3.245000,easymini,pressure,551.522681,250.892061,4.832289,True
3.250000,telemetrum,pressure,-342.787959,250.913631,1.866391,True
3.250000,telemetrum,acceleration,23.751505,15.162600,2.453776,True
3.255000,easymini,pressure,553.649216,250.890586,4.869683,True
3.260000,telemetrum,pressure,-330.482815,250.912130,1.734820,True
3.260000,telemetrum,acceleration,29.542344,15.162600,3.796143,True
3.265000,easymini,pressure,563.783166,250.889131,5.049641,True
3.270000,telemetrum,pressure,-318.223155,250.910649,1.608516,True
3.270000,telemetrum,acceleration,15.379631,15.162600,1.028832,True
3.275000,easymini,pressure,568.759559,250.887697,5.139237,True
3.280000,telemetrum,pressure,-306.091707,250.909190,1.488230,True
3.280000,telemetrum,acceleration,14.665856,15.162600,0.935551,True
3.285000,easymini,pressure,568.683796,250.886283,5.137926,True
3.290000,telemetrum,pressure,-306.976444,250.907750,1.496863,True
3.290000,telemetrum,acceleration,3.737324,15.162600,0.060754,True
3.295000,easymini,pressure,564.625656,250.884887,5.064916,True
3.300000,telemetrum,pressure,-294.819653,250.906329,1.380669,True
3.300000,telemetrum,acceleration,-20.549386,15.162600,1.836751,True
3.305000,easymini,pressure,576.431469,250.883512,5.278993,True
3.310000,telemetrum,pressure,-282.926964,250.904930,1.271541,True
3.310000,telemetrum,acceleration,-39.714031,15.162600,6.860260,True
3.315000,easymini,pressure,557.994835,250.882158,4.946760,True
3.320000,telemetrum,pressure,-271.076309,250.903550,1.167265,True
3.320000,telemetrum,acceleration,-15.782530,15.162600,1.083442,True
3.325000,easymini,pressure,538.759599,250.880819,4.611637,True
3.330000,telemetrum,pressure,-259.006603,250.902184,1.065646,True
3.330000,telemetrum,acceleration,-12.940362,15.162600,0.728359,True
3.335000,easymini,pressure,528.625603,250.879495,4.439827,True
3.340000,telemetrum,pressure,-261.899098,250.900835,1.089592,True
3.340000,telemetrum,acceleration,14.782421,15.162600,0.950482,True
3.345000,easymini,pressure,521.782871,250.878184,4.325675,True
3.350000,telemetrum,pressure,-249.506193,250.899500,0.988924,True
3.350000,telemetrum,acceleration,27.576996,15.162600,3.307856,True
3.355000,easymini,pressure,515.040359,250.876889,4.214647,True
3.360000,telemetrum,pressure,-237.004891,250.898180,0.892318,True
3.360000,telemetrum,acceleration,46.224860,15.162600,9.294025,True
3.365000,easymini,pressure,506.447250,250.875608,4.075225,True
3.370000,telemetrum,pressure,-224.327480,250.896874,0.799419,True
3.370000,telemetrum,acceleration,30.632785,15.162600,4.081554,True
3.375000,easymini,pressure,492.837377,250.874343,3.859178,True
3.380000,telemetrum,pressure,-211.636745,250.895585,0.711535,True
3.380000,telemetrum,acceleration,2.900109,15.162600,0.036583,True
3.385000,easymini,pressure,484.163781,250.873096,3.724572,True
3.390000,telemetrum,pressure,-244.058186,250.894314,0.946248,True
3.390000,telemetrum,acceleration,-22.303590,15.162600,2.163726,True
3.395000,easymini,pressure,479.699207,250.871862,3.656235,True
3.400000,telemetrum,pressure,-231.310239,250.893057,0.849987,True
3.400000,telemetrum,acceleration,-30.360277,15.162600,4.009259,True
3.405000,easymini,pressure,479.171339,250.870644,3.648228,True
3.410000,telemetrum,pressure,-218.660423,250.891817,0.759569,True
3.410000,telemetrum,acceleration,-31.558583,15.162600,4.331992,True
3.415000,easymini,pressure,491.581512,250.869443,3.839685,True
3.420000,telemetrum,pressure,-206.167558,250.890596,0.675261,True
3.420000,telemetrum,acceleration,-37.219692,15.162600,6.025571,True
3.425000,easymini,pressure,486.808136,250.868260,3.765514,True
3.430000,telemetrum,pressure,-193.745739,250.889391,0.596348,True
3.430000,telemetrum,acceleration,-24.505783,15.162600,2.612100,True
3.435000,easymini,pressure,480.068161,250.867091,3.662001,True
3.440000,telemetrum,pressure,-236.272674,250.888200,0.886883,True
3.440000,telemetrum,acceleration,-10.557801,15.162600,0.484841,True
3.445000,easymini,pressure,472.775443,250.865931,3.551620,True
3.450000,telemetrum,pressure,-223.336398,250.887018,0.792433,True
3.450000,telemetrum,acceleration,-9.516628,15.162600,0.393930,True
3.455000,easymini,pressure,472.482450,250.864785,3.547251,True
3.460000,telemetrum,pressure,-210.449892,250.885851,0.703631,True
3.460000,telemetrum,acceleration,-3.978743,15.162600,0.068856,True
3.465000,easymini,pressure,475.166989,250.863654,3.587708,True
3.470000,telemetrum,pressure,-197.605021,250.884700,0.620365,True
3.470000,telemetrum,acceleration,0.222767,15.162600,0.000216,True
3.475000,easymini,pressure,472.805124,250.862538,3.552162,True
3.480000,telemetrum,pressure,-184.770350,250.883564,0.542401,True
3.480000,telemetrum,acceleration,22.394889,15.162600,2.181476,True
3.485000,easymini,pressure,471.541534,250.861434,3.533232,True
3.490000,telemetrum,pressure,-243.832281,250.882440,0.944587,True
3.490000,telemetrum,acceleration,13.926030,15.162600,0.843543,True
3.495000,easymini,pressure,480.711834,250.860338,3.672025,True
3.500000,telemetrum,pressure,-230.529033,250.881324,0.844335,True
3.500000,telemetrum,acceleration,7.756528,15.162600,0.261690,True
3.505000,easymini,pressure,479.750496,250.859258,3.657384,True
3.510000,telemetrum,pressure,-217.291315,250.880224,0.750156,True
3.510000,telemetrum,acceleration,8.677103,15.162600,0.327493,True
3.515000,easymini,pressure,478.764314,250.858191,3.642394,True
3.520000,telemetrum,pressure,-204.077832,250.879138,0.661702,True
3.520000,telemetrum,acceleration,-3.437832,15.162600,0.051407,True
3.525000,easymini,pressure,491.678415,250.857139,3.841575,True
3.530000,telemetrum,pressure,-191.067766,250.878069,0.580029,True
3.530000,telemetrum,acceleration,-5.505655,15.162600,0.131847,True
3.535000,easymini,pressure,485.445841,250.856103,3.744831,True
3.540000,telemetrum,pressure,-302.075469,250.877013,1.449804,True
3.540000,telemetrum,acceleration,10.279114,15.162600,0.459583,True
3.545000,easymini,pressure,482.157502,250.855065,3.694300,True
3.550000,telemetrum,pressure,-288.137081,250.875956,1.319108,True
3.550000,telemetrum,acceleration,11.856293,15.162600,0.611435,True
3.555000,easymini,pressure,481.865830,250.854041,3.689861,True
3.560000,telemetrum,pressure,-274.221471,250.874912,1.194781,True
3.560000,telemetrum,acceleration,0.311158,15.162600,0.000421,True
3.565000,easymini,pressure,477.475899,250.853030,3.622966,True
3.570000,telemetrum,pressure,-260.382701,250.873883,1.077242,True
3.570000,telemetrum,acceleration,-12.121196,15.162600,0.639063,True
3.575000,easymini,pressure,480.999760,250.852034,3.676668,True
3.580000,telemetrum,pressure,-246.692660,250.872869,0.966952,True
3.580000,telemetrum,acceleration,-2.069785,15.162600,0.018634,True
3.585000,easymini,pressure,483.503439,250.851050,3.715072,True
3.590000,telemetrum,pressure,-306.011956,250.871868,1.487897,True
3.590000,telemetrum,acceleration,-13.631826,15.162600,0.808278,True
3.595000,easymini,pressure,478.376799,250.850073,3.636736,True
3.600000,telemetrum,pressure,-291.909625,250.870872,1.353930,True
3.600000,telemetrum,acceleration,0.771399,15.162600,0.002588,True
3.605000,easymini,pressure,477.309589,250.849107,3.620555,True
3.610000,telemetrum,pressure,-277.768657,250.869889,1.225941,True
3.610000,telemetrum,acceleration,-2.439181,15.162600,0.025879,True
3.615000,easymini,pressure,474.183281,250.848154,3.573310,True
3.620000,telemetrum,pressure,-263.675409,250.868918,1.104703,True
3.620000,telemetrum,acceleration,-18.076064,15.162600,1.421217,True
3.625000,easymini,pressure,476.934996,250.847214,3.614929,True
3.630000,telemetrum,pressure,-249.754776,250.867962,0.991145,True
3.630000,telemetrum,acceleration,-8.696615,15.162600,0.328968,True
3.635000,easymini,pressure,490.656030,250.846287,3.825947,True
3.640000,telemetrum,pressure,-273.936980,250.867019,1.192379,True
3.640000,telemetrum,acceleration,2.389393,15.162600,0.024833,True
3.645000,easymini,pressure,490.549646,250.845368,3.824316,True
3.650000,telemetrum,pressure,-259.844311,250.866083,1.072859,True
3.650000,telemetrum,acceleration,12.370810,15.162600,0.665655,True
3.655000,easymini,pressure,480.452610,250.844461,3.668530,True
3.660000,telemetrum,pressure,-245.668816,250.865158,0.959002,True
3.660000,telemetrum,acceleration,8.480347,15.162600,0.312809,True
3.665000,easymini,pressure,489.360818,250.843565,3.805857,True
3.670000,telemetrum,pressure,-231.619028,250.864247,0.852454,True
3.670000,telemetrum,acceleration,1.564066,15.162600,0.010641,True
3.675000,easymini,pressure,492.126303,250.842681,3.849021,True
3.680000,telemetrum,pressure,-217.675349,250.863348,0.752912,True
3.680000,telemetrum,acceleration,12.688074,15.162600,0.700235,True
3.685000,easymini,pressure,500.890841,250.841809,3.987368,True
3.690000,telemetrum,pressure,-247.767764,250.862460,0.975480,True
3.690000,telemetrum,acceleration,7.721158,15.162600,0.259309,True
3.695000,easymini,pressure,506.830304,250.840945,4.082520,True
3.700000,telemetrum,pressure,-233.665009,250.861581,0.867599,True
3.700000,telemetrum,acceleration,7.107116,15.162600,0.219705,True
3.705000,easymini,pressure,511.686230,250.840092,4.161152,True
3.710000,telemetrum,pressure,-219.639604,250.860713,0.766577,True
3.710000,telemetrum,acceleration,5.034000,15.162600,0.110225,True
3.715000,easymini,pressure,523.457693,250.839251,4.354840,True
3.720000,telemetrum,pressure,-205.747580,250.859858,0.672678,True
3.720000,telemetrum,acceleration,12.557107,15.162600,0.685854,True
3.725000,easymini,pressure,532.154003,250.838422,4.500767,True
3.730000,telemetrum,pressure,-191.906842,250.859014,0.585223,True
3.730000,telemetrum,acceleration,9.671206,15.162600,0.406831,True
3.735000,easymini,pressure,532.742866,250.837604,4.510763,True
3.740000,telemetrum,pressure,-263.120986,250.858181,1.100156,True
3.740000,telemetrum,acceleration,-16.010532,15.162600,1.114972,True
3.745000,easymini,pressure,546.717728,250.836790,4.750549,True
3.750000,telemetrum,pressure,-249.046343,250.857355,0.985614,True
3.750000,telemetrum,acceleration,-20.864394,15.162600,1.893495,True
3.755000,easymini,pressure,553.510712,250.835989,4.869365,True
3.760000,telemetrum,pressure,-235.111568,250.856540,0.878410,True
3.760000,telemetrum,acceleration,-29.142042,15.162600,3.693963,True
3.765000,easymini,pressure,543.142090,250.835200,4.688673,True
3.770000,telemetrum,pressure,-221.230929,250.855736,0.777756,True
3.770000,telemetrum,acceleration,-3.158880,15.162600,0.043403,True
3.775000,easymini,pressure,542.916525,250.834419,4.684809,True
3.780000,telemetrum,pressure,-207.262487,250.854940,0.682647,True
3.780000,telemetrum,acceleration,11.762773,15.162600,0.601828,True
3.785000,easymini,pressure,532.724128,250.833647,4.510588,True
3.790000,telemetrum,pressure,-241.185916,250.854152,0.924403,True
3.790000,telemetrum,acceleration,20.363029,15.162600,1.803588,True
3.795000,easymini,pressure,530.932072,250.832877,4.480320,True
3.800000,telemetrum,pressure,-226.754326,250.853369,0.817093,True
3.800000,telemetrum,acceleration,-9.474753,15.162600,0.390471,True
3.805000,easymini,pressure,521.944397,250.832121,4.329943,True
3.810000,telemetrum,pressure,-212.487064,250.852598,0.717510,True
3.810000,telemetrum,acceleration,-12.722178,15.162600,0.704005,True
3.815000,easymini,pressure,518.937276,250.831373,4.280219,True
3.820000,telemetrum,pressure,-198.282395,250.851836,0.624790,True
3.820000,telemetrum,acceleration,-0.520468,15.162600,0.001178,True
3.825000,easymini,pressure,512.957343,250.830634,4.182167,True
3.830000,telemetrum,pressure,-184.025013,250.851084,0.538173,True
3.830000,telemetrum,acceleration,0.082009,15.162600,0.000029,True
3.835000,easymini,pressure,507.966568,250.829905,4.101206,True
3.840000,telemetrum,pressure,-257.785247,250.850340,1.056055,True
3.840000,telemetrum,acceleration,-4.565941,15.162600,0.090680,True
3.845000,easymini,pressure,495.517927,250.829176,3.902677,True
3.850000,telemetrum,pressure,-242.947481,250.849597,0.937990,True
3.850000,telemetrum,acceleration,1.781621,15.162600,0.013806,True
3.855000,easymini,pressure,510.129543,250.828455,4.136255,True
3.860000,telemetrum,pressure,-228.227152,250.848864,0.827771,True
3.860000,telemetrum,acceleration,3.073661,15.162600,0.041093,True
3.865000,easymini,pressure,494.598907,250.827744,3.888259,True
3.870000,telemetrum,pressure,-213.448794,250.848139,0.724045,True
3.870000,telemetrum,acceleration,-11.824827,15.162600,0.608194,True
3.875000,easymini,pressure,484.030697,250.827043,3.723892,True
3.880000,telemetrum,pressure,-198.749551,250.847425,0.627759,True
3.880000,telemetrum,acceleration,-28.146104,15.162600,3.445793,True
3.885000,easymini,pressure,478.368406,250.826352,3.637296,True
3.890000,telemetrum,pressure,-198.188157,250.846720,0.624221,True
3.890000,telemetrum,acceleration,-15.730545,15.162600,1.076317,True
3.895000,easymini,pressure,475.823840,250.825667,3.598723,True
3.900000,telemetrum,pressure,-183.523894,250.846023,0.535267,True
3.900000,telemetrum,acceleration,-3.075683,15.162600,0.041147,True
3.905000,easymini,pressure,480.293115,250.824990,3.666664,True
3.910000,telemetrum,pressure,-168.887173,250.845335,0.453295,True
3.910000,telemetrum,acceleration,-3.136681,15.162600,0.042795,True
3.915000,easymini,pressure,477.666049,250.824323,3.626682,True
3.920000,telemetrum,pressure,-154.301346,250.844655,0.378381,True
3.920000,telemetrum,acceleration,-2.668438,15.162600,0.030972,True
3.925000,easymini,pressure,471.991814,250.823665,3.541049,True
3.930000,telemetrum,pressure,-139.743280,250.843984,0.310352,True
3.930000,telemetrum,acceleration,1.340941,15.162600,0.007821,True
3.935000,easymini,pressure,480.311229,250.823014,3.666998,True
3.940000,telemetrum,pressure,-223.283102,250.843323,0.792331,True
3.940000,telemetrum,acceleration,10.957519,15.162600,0.522248,True
3.945000,easymini,pressure,480.221203,250.822363,3.665643,True
3.950000,telemetrum,pressure,-208.162229,250.842660,0.688654,True
3.950000,telemetrum,acceleration,21.736224,15.162600,2.055043,True
3.955000,easymini,pressure,482.141305,250.821719,3.695034,True
3.960000,telemetrum,pressure,-193.038241,250.842004,0.592224,True
3.960000,telemetrum,acceleration,15.955713,15.162600,1.107350,True
3.965000,easymini,pressure,496.973473,250.821084,3.925892,True
3.970000,telemetrum,pressure,-178.090793,250.841359,0.504063,True
3.970000,telemetrum,acceleration,13.088238,15.162600,0.745101,True
3.975000,easymini,pressure,493.647537,250.820459,3.873540,True
3.980000,telemetrum,pressure,-163.183784,250.840723,0.423212,True
3.980000,telemetrum,acceleration,-13.606126,15.162600,0.805233,True
3.985000,easymini,pressure,488.140906,250.819844,3.787622,True
3.990000,telemetrum,pressure,-234.458768,250.840096,0.873653,True
3.990000,telemetrum,acceleration,10.074641,15.162600,0.441481,True
3.995000,easymini,pressure,491.308505,250.819226,3.836957,True
4.000000,telemetrum,pressure,-219.095490,250.839468,0.762913,True
4.000000,telemetrum,acceleration,-7.916472,15.162600,0.272594,True
4.005000,easymini,pressure,491.300191,250.818619,3.836846,True
4.010000,telemetrum,pressure,-203.898477,250.838849,0.660752,True
4.010000,telemetrum,acceleration,-15.524096,15.162600,1.048251,True
4.015000,easymini,pressure,497.180461,250.818020,3.929259,True
4.020000,telemetrum,pressure,-188.858201,250.838241,0.566871,True
4.020000,telemetrum,acceleration,0.710602,15.162600,0.002196,True
4.025000,easymini,pressure,491.042366,250.817429,3.832856,True
4.030000,telemetrum,pressure,-173.750045,250.837638,0.479805,True
4.030000,telemetrum,acceleration,11.451329,15.162600,0.570380,True
4.035000,easymini,pressure,495.946383,250.816844,3.909814,True
4.040000,telemetrum,pressure,-238.666692,250.837043,0.905316,True
4.040000,telemetrum,acceleration,12.856882,15.162600,0.718992,True
4.045000,easymini,pressure,499.304972,250.816259,3.962967,True
4.050000,telemetrum,pressure,-223.110013,250.836448,0.791146,True
4.050000,telemetrum,acceleration,18.715531,15.162600,1.523551,True
4.055000,easymini,pressure,497.628736,250.815682,3.936421,True
4.060000,telemetrum,pressure,-207.551694,250.835861,0.684657,True
4.060000,telemetrum,acceleration,1.500476,15.162600,0.009793,True
4.065000,easymini,pressure,495.822225,250.815114,3.907910,True
4.070000,telemetrum,pressure,-192.132472,250.835282,0.586711,True
4.070000,telemetrum,acceleration,-2.845565,15.162600,0.035220,True
4.075000,easymini,pressure,510.946679,250.814553,4.149977,True
4.080000,telemetrum,pressure,-176.897172,250.834713,0.497355,True
4.080000,telemetrum,acceleration,-1.380103,15.162600,0.008285,True
4.085000,easymini,pressure,506.922114,250.814001,4.084876,True
4.090000,telemetrum,pressure,-235.686676,250.834151,0.882870,True
4.090000,telemetrum,acceleration,-0.142014,15.162600,0.000088,True
4.095000,easymini,pressure,501.359214,250.813449,3.995732,True
4.100000,telemetrum,pressure,-219.996842,250.833588,0.769239,True
4.100000,telemetrum,acceleration,-10.956295,15.162600,0.522132,True
4.105000,easymini,pressure,494.710472,250.812905,3.890473,True
4.110000,telemetrum,pressure,-204.392819,250.833033,0.663990,True
4.110000,telemetrum,acceleration,-9.855581,15.162600,0.422491,True
4.115000,easymini,pressure,501.041606,250.812368,3.990706,True
4.120000,telemetrum,pressure,-188.894941,250.832487,0.567118,True
4.120000,telemetrum,acceleration,-3.226764,15.162600,0.045288,True
4.125000,easymini,pressure,506.300642,250.811837,4.074937,True
4.130000,telemetrum,pressure,-173.460671,250.831948,0.478229,True
4.130000,telemetrum,acceleration,7.054896,15.162600,0.216488,True
4.135000,easymini,pressure,508.521465,250.811314,4.110781,True
4.140000,telemetrum,pressure,-214.040358,250.831415,0.728161,True
4.140000,telemetrum,acceleration,0.859523,15.162600,0.003213,True
4.145000,easymini,pressure,513.004044,250.810793,4.183590,True
4.150000,telemetrum,pressure,-198.371814,250.830885,0.625458,True
4.150000,telemetrum,acceleration,-0.811809,15.162600,0.002867,True
4.155000,easymini,pressure,512.387286,250.810279,4.173554,True
4.160000,telemetrum,pressure,-182.771660,250.830363,0.530955,True
4.160000,telemetrum,acceleration,-2.236365,15.162600,0.021754,True
4.165000,easymini,pressure,512.703825,250.809773,4.178729,True
4.170000,telemetrum,pressure,-167.246309,250.829847,0.444585,True
4.170000,telemetrum,acceleration,-13.250521,15.162600,0.763693,True
4.175000,easymini,pressure,513.889443,250.809274,4.198094,True
4.180000,telemetrum,pressure,-151.865552,250.829340,0.366574,True
4.180000,telemetrum,acceleration,-7.160068,15.162600,0.222991,True
4.185000,easymini,pressure,529.027340,250.808782,4.449086,True
4.190000,telemetrum,pressure,-225.622480,250.828841,0.809114,True
4.190000,telemetrum,acceleration,-7.648991,15.162600,0.254484,True
4.195000,easymini,pressure,522.575132,250.808290,4.341239,True
4.200000,telemetrum,pressure,-209.822781,250.828339,0.699765,True
4.200000,telemetrum,acceleration,13.094386,15.162600,0.745801,True
4.205000,easymini,pressure,525.212832,250.807802,4.385192,True
4.210000,telemetrum,pressure,-193.981278,250.827843,0.598092,True
4.210000,telemetrum,acceleration,11.169065,15.162600,0.542608,True
4.215000,easymini,pressure,520.768900,250.807321,4.311314,True
4.220000,telemetrum,pressure,-178.176613,250.827353,0.504605,True
4.220000,telemetrum,acceleration,3.337910,15.162600,0.048462,True
4.225000,easymini,pressure,502.253847,250.806847,4.010216,True
4.230000,telemetrum,pressure,-162.355753,250.826869,0.418974,True
4.230000,telemetrum,acceleration,1.821609,15.162600,0.014433,True
4.235000,easymini,pressure,498.788458,250.806378,3.955083,True
4.240000,telemetrum,pressure,-196.583399,250.826391,0.614253,True
4.240000,telemetrum,acceleration,2.068167,15.162600,0.018605,True
4.245000,easymini,pressure,492.611001,250.805910,3.857738,True
4.250000,telemetrum,pressure,-180.500850,250.825914,0.517862,True
4.250000,telemetrum,acceleration,11.058575,15.162600,0.531926,True
4.255000,easymini,pressure,487.464465,250.805447,3.777565,True
4.260000,telemetrum,pressure,-164.389065,250.825442,0.429539,True
4.260000,telemetrum,acceleration,1.183379,15.162600,0.006091,True
4.265000,easymini,pressure,488.240692,250.804990,3.789619,True
4.270000,telemetrum,pressure,-148.398710,250.824977,0.350041,True
4.270000,telemetrum,acceleration,-2.085168,15.162600,0.018912,True
4.275000,easymini,pressure,475.931707,250.804540,3.600962,True
4.280000,telemetrum,pressure,-132.411505,250.824518,0.278684,True
4.280000,telemetrum,acceleration,-4.871601,15.162600,0.103228,True
4.285000,easymini,pressure,475.620754,250.804095,3.596270,True
4.290000,telemetrum,pressure,-197.506120,250.824066,0.620044,True
4.290000,telemetrum,acceleration,14.431572,15.162600,0.905899,True
4.295000,easymini,pressure,491.883977,250.803647,3.846428,True
4.300000,telemetrum,pressure,-181.115930,250.823611,0.521407,True
4.300000,telemetrum,acceleration,8.698696,15.162600,0.329125,True
4.305000,easymini,pressure,488.960415,250.803207,3.800854,True
4.310000,telemetrum,pressure,-164.792758,250.823163,0.431659,True
4.310000,telemetrum,acceleration,-9.098468,15.162600,0.360072,True
4.315000,easymini,pressure,462.897855,250.802775,3.406479,True
4.320000,telemetrum,pressure,-148.469195,250.822720,0.350380,True
4.320000,telemetrum,acceleration,-13.941200,15.162600,0.845382,True
4.325000,easymini,pressure,472.902845,250.802346,3.555336,True
4.330000,telemetrum,pressure,-132.314487,250.822285,0.278280,True
4.330000,telemetrum,acceleration,-4.649258,15.162600,0.094020,True
4.335000,easymini,pressure,467.821443,250.801923,3.479353,True
4.340000,telemetrum,pressure,-166.146043,250.821855,0.438782,True
4.340000,telemetrum,acceleration,4.291611,15.162600,0.080111,True
4.345000,easymini,pressure,470.079588,250.801501,3.513035,True
4.350000,telemetrum,pressure,-149.676260,250.821425,0.356104,True
4.350000,telemetrum,acceleration,-5.105676,15.162600,0.113386,True
4.355000,easymini,pressure,474.206720,250.801085,3.575004,True
4.360000,telemetrum,pressure,-133.356263,250.821002,0.282683,True
4.360000,telemetrum,acceleration,-3.826724,15.162600,0.063695,True
4.365000,easymini,pressure,476.244385,250.800675,3.605806,True
4.370000,telemetrum,pressure,-117.113435,250.820586,0.218015,True
4.370000,telemetrum,acceleration,5.513981,15.162600,0.132246,True
4.375000,easymini,pressure,479.253766,250.800271,3.651532,True
4.380000,telemetrum,pressure,-100.901258,250.820174,0.161833,True
4.380000,telemetrum,acceleration,-4.582426,15.162600,0.091336,True
4.385000,easymini,pressure,482.123491,250.799873,3.695404,True
4.390000,telemetrum,pressure,-205.834887,250.819770,0.673464,True
4.390000,telemetrum,acceleration,6.938049,15.162600,0.209376,True
4.395000,easymini,pressure,486.753999,250.799468,3.766742,True
4.400000,telemetrum,pressure,-189.001792,250.819359,0.567819,True
4.400000,telemetrum,acceleration,13.140000,15.162600,0.751006,True
4.405000,easymini,pressure,503.331030,250.799070,4.027686,True
4.410000,telemetrum,pressure,-172.296659,250.818954,0.471882,True
4.410000,telemetrum,acceleration,-8.402024,15.162600,0.307058,True
4.415000,easymini,pressure,502.622934,250.798679,4.016374,True
4.420000,telemetrum,pressure,-155.779558,250.818557,0.385746,True
4.420000,telemetrum,acceleration,-2.506887,15.162600,0.027335,True
4.425000,easymini,pressure,505.880221,250.798294,4.068612,True
4.430000,telemetrum,pressure,-139.320965,250.818166,0.308542,True
4.430000,telemetrum,acceleration,-3.680728,15.162600,0.058928,True
4.435000,easymini,pressure,517.040941,250.797915,4.250128,True
4.440000,telemetrum,pressure,-194.012344,250.817781,0.598332,True
4.440000,telemetrum,acceleration,-1.072355,15.162600,0.005002,True
4.445000,easymini,pressure,517.533367,250.797535,4.258240,True
4.450000,telemetrum,pressure,-177.297035,250.817394,0.499675,True
4.450000,telemetrum,acceleration,8.381701,15.162600,0.305574,True
4.455000,easymini,pressure,529.009220,250.797160,4.449193,True
4.460000,telemetrum,pressure,-160.664757,250.817014,0.410324,True
4.460000,telemetrum,acceleration,2.512092,15.162600,0.027449,True
4.465000,easymini,pressure,538.318350,250.796791,4.607172,True
4.470000,telemetrum,pressure,-144.190310,250.816640,0.330491,True
4.470000,telemetrum,acceleration,-3.531414,15.162600,0.054244,True
4.475000,easymini,pressure,539.468509,250.796429,4.626893,True
4.480000,telemetrum,pressure,-127.827758,250.816271,0.259740,True
4.480000,telemetrum,acceleration,-1.973325,15.162600,0.016938,True
4.485000,easymini,pressure,549.550041,250.796072,4.801457,True
4.490000,telemetrum,pressure,-231.591993,250.815909,0.852583,True
4.490000,telemetrum,acceleration,0.903093,15.162600,0.003547,True
4.495000,easymini,pressure,545.287308,250.795710,4.727272,True
4.500000,telemetrum,pressure,-214.596691,250.815540,0.732044,True
4.500000,telemetrum,acceleration,6.455582,15.162600,0.181269,True
4.505000,easymini,pressure,552.016665,250.795352,4.844684,True
4.510000,telemetrum,pressure,-197.677397,250.815176,0.621164,True
4.510000,telemetrum,acceleration,-2.750303,15.162600,0.032901,True
4.515000,easymini,pressure,568.587614,250.795000,5.139928,True
4.520000,telemetrum,pressure,-180.986585,250.814820,0.520699,True
4.520000,telemetrum,acceleration,-5.947942,15.162600,0.153881,True
4.525000,easymini,pressure,557.964389,250.794655,4.949672,True
4.530000,telemetrum,pressure,-164.320114,250.814468,0.429216,True
4.530000,telemetrum,acceleration,5.776120,15.162600,0.145119,True
4.535000,easymini,pressure,545.402785,250.794313,4.729327,True
4.540000,telemetrum,pressure,-200.573266,250.814119,0.639502,True
4.540000,telemetrum,acceleration,1.320255,15.162600,0.007582,True
4.545000,easymini,pressure,536.171552,250.793970,4.570601,True
4.550000,telemetrum,pressure,-183.514316,250.813769,0.535349,True
4.550000,telemetrum,acceleration,-20.548322,15.162600,1.836561,True
4.555000,easymini,pressure,533.802898,250.793633,4.530320,True
4.560000,telemetrum,pressure,-166.650204,250.813427,0.441479,True
4.560000,telemetrum,acceleration,4.168395,15.162600,0.075577,True
4.565000,easymini,pressure,525.503961,250.793299,4.390562,True
4.570000,telemetrum,pressure,-149.666295,250.813086,0.356080,True
4.570000,telemetrum,acceleration,11.300279,15.162600,0.555432,True
4.575000,easymini,pressure,525.231596,250.792968,4.386024,True
4.580000,telemetrum,pressure,-132.703116,250.812749,0.279939,True
4.580000,telemetrum,acceleration,6.020744,15.162600,0.157671,True
4.585000,easymini,pressure,512.870141,250.792642,4.182012,True
4.590000,telemetrum,pressure,-158.754939,250.812417,0.400642,True
